# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Publisher,Link,Year,_id
"Harsh Kumar Verma, Krishna Pal Sharma, ""Evolution of VANETS to IoV: Applications and Challenges""",Tehnički glasnik,null,2021,6430445438bff038a780578f
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""hPSO-SA: hybrid particle swarm optimization-simulated annealing algorithm for relay node selection in wireless body area networks""",Applied Intelligence,null,2021,6430445438bff038a7805790
"Balraj Singh, Harsh K Verma, ""IMSM: An Interval Migration Based Approach for Skew Mitigation in MapReduce""",Recent Advances in Computer Science and Communications (Formerly: Recent Patents on Computer Science),null,2021,6430445438bff038a7805791
"Naveen bilandi, Harsh K Verma, Renu Dhir, ""AHP–neutrosophic decision model for selection of relay node in wireless body area network""",CAAI Transactions on Intelligence Technology,https://digital-library.theiet.org/content/journals/10.1049/trit.2020.0059,2020,6430445438bff038a780577a
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""Novel transportation layers of NiO and ZnO for the fabrication of perovskite solar cell for e-monitoring of healthcare""","Journal of Sol-Gel Science and Technology, (SCI, 2.008)",https://link.springer.com/article/10.1007/s10971-020-05320-0,2020,6430445438bff038a780577b
"Naveen Bilandi , Harsh Kumar Verma, Renu Dhir, ""Performance and evaluation of energy optimization techniques for wireless body area networks""",Beni-Suef University Journal of Basic and Applied Sciences,null,2020,6430445438bff038a780577c
"Naveen Bilandi , Harsh K Verma, Renu Dhir, ""An Energy Efficient Health Monitoring System using Relay Node in Wireless Body Area Networks""",EAI Endorsed Transactions on Pervasive Health and Technology (Scopus Indexed),null,2020,6430445438bff038a780577d
"Ravindra Kumar Singh, Harsh Kumar Verma, ""Redis Based Messaging Queue and Cache Enabled Parallel Processing Social Media Analytics Framework""",Journal of King Saud University - Computer and Information Sciences (Scopus Indexed),https://www.sciencedirect.com/science/article/pii/S1319157820303542,2020,6430445438bff038a780577e
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""A Reversible Data Hiding Scheme for Interpolated Images Based on Pixel Intensity Range""","Multimedia Tools and Applications, Pages 1-27 (SCIE, Impact Factor = 2.313)",https://link.springer.com/content/pdf/10.1007/s11042-020-08691-2.pdf,2020,6430445438bff038a780577f
"Manoj Kumar, Harsh Kumar Verma, Geeta Sikka, ""A secure data transmission protocol for cloud-assisted edge-Internet of Things environment""","Transactions on Emerging Telecommunications Technologies, e3883 (SCIE, Impact Factor = 1.594)",https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3883,2020,6430445438bff038a7805780
"Balraj Singh and Harsh K Verma, ""IMSM: An Interval Migration Based Approach for Skew Mitigation in MapReduce""",Recent Advances in Computer Science and Communications (Scopus Indexed),null,2020,6430445438bff038a7805781
"Himansu Sekhar Pattanayak, Harsh K Verma, Amrit Lal Sangal, ""Lengthening of average path length in social networks due to the effect of community structure""",Journal of King Saud University-Computer and Information Sciences,null,2020,6430445438bff038a7805784
"Ravindra Kumar Singh, Harsh Kumar Verma ""Influence of social media analytics on online food delivery systems""",International Journal of Information System Modeling and Design (IJISMD),null,2020,6430445438bff038a7805785
"Ravindra Kumar Singh, Harsh Kumar Verma,""Redis-Based Messaging Queue and Cache-Enabled Parallel Processing Social Media Analytics Framework""",The Computer Journal,null,2020,6430445438bff038a7805786
"Manoj Kumar, Harsh Kumar Verma, Geeta Sikka,""A Secure and Authentic Data Transmission Protocol for Cloud-Based Edge-IoT Environment""","Transactions on Emerging Telecommunications Technologies, 30 (4), e3292",null,2019,6430445438bff038a7805775
"Aruna Malik, Geeta Sikka, and Harsh K Verma, ""A High Capacity Data Hiding Scheme Using Modified AMBTC Compression Technique""","International Arab Journal of Information Technology, Volume 16, Issue 1, Pages 148-155",#,2019,6430445438bff038a7805776
"HS Pattanayak, AL Sangal, HK Verma, ""Community detection in social networks based on fire propagation""","Swarm and evolutionary computation 44, 31-48 (SCI, Impact Factor = 6.912)",https://www.sciencedirect.com/science/article/pii/S2210650218300993,2019,6430445438bff038a7805777
"Balraj Singh, Harsh Kumar Verma, Gulshan Kumar, and Hye-jin Kim,""An improved content splitting and merging algorithm for Hadoop clusters using component analysis and hamming distance""","International Journal of Technology, Policy and Management (Scopus Indexed)",null,2019,6430445438bff038a7805782
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""PSOBAN: a novel particle swarm optimization based protocol for wireless body area networks""",SN Applied Sciences,null,2019,6430445438bff038a7805788
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""An AMBTC compression based data hiding scheme using pixel value adjusting strategy""","Multidimensional Systems and Signal Processing, 26, pp. 1801-1818",https://link.springer.com/article/10.1007/s11045-017-0530-8,2018,6430445438bff038a7805778
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""A high payload data hiding scheme based on modified AMBTC technique""","Multimedia Tools and Applications, Vol. 76, Pages 14151-14167",https://link.springer.com/article/10.1007/s11042-016-3815-2,2017,6430445438bff038a7805764
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""An image interpolation based reversible data hiding scheme using pixel value adjusting feature""","Multimedia Tools and Applications, Vol. 76, Pages 13025-13046",https://link.springer.com/article/10.1007/s11042-016-3707-5,2017,6430445438bff038a7805765
"A Malik, G Sikka, HK Verma, ""A high capacity text steganography scheme based on huffman compression and color coding""","Journal of Information and Optimization Sciences 38 (5), 647-664",null,2017,6430445438bff038a7805779
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""A high capacity text steganography scheme based on LZW compression and color coding""","Engineering Science and Technology, an International Journal",null,2017,6430445438bff038a7805789
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""Image interpolation based high capacity reversible data hiding scheme""",Multimedia Tools and Applications,null,2017,6430445438bff038a780578a
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""A high capacity text steganography scheme based on LZW compression and color coding""","An International Journal of Engineering Science and Technology, Vol. 20, Pages 72-79",https://www.sciencedirect.com/science/article/pii/S2215098616301331,2016,6430445438bff038a7805766
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""Image interpolation based high capacity reversible data hiding scheme""","Multimedia Tools and Applications, Vol. 76, Pages 1-17",https://link.springer.com/article/10.1007/s11042-016-4186-4,2016,6430445438bff038a7805767
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the Energy Efficiency of WSN Communications Operating Under Non-coherent M-FSK and M-QAM Modulations""","International Journal of Wireless Information Networks, Vol. 23, Pages 222-230",https://link.springer.com/article/10.1007/s10776-016-0314-3,2016,6430445438bff038a780576c
"Sandeep Mehmi, Harsh Kumar Verma, Amrit Lal Sangal, ""Comparative analysis of cloudlet completion time in time and space shared allocation policies during attack on smart grid cloud""","Procedia Computer Science, Vol. 94, Pages 435-440",https://www.sciencedirect.com/science/article/pii/S1877050916318178,2016,6430445438bff038a780576d
"Sandeep Mehmi, Amrit Lal Sangal, Harsh Kumar Verma, Kulwinder Parmar, ""Economic viability of smart grid cloud in India""","International Journal of Grid and Distributed Computing, Vol. 9, Pages 61-72",http://www.sersc.org/journals/IJGDC/vol9_no2/7.pdf,2016,6430445438bff038a780576e
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""Asymptotic multicast throughput analysis and energy efficiency in WSN under double Nakagami fading channel using Extreme value theory""","AEU - International Journal of Electronics and Communications, Vol. 69, Pages 1346-1353",http://www.sciencedirect.com/science/article/pii/S1434841115001703,2015,6430445438bff038a7805768
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the Energy Utilization of WSN Communications Using Space-Time Block Coding Over BPSK and M-QAM Modulations""","International Journal of Wireless Information Networks, Vol. 22, Pages 180-187",https://link.springer.com/article/10.1007/s10776-015-0276-x,2015,6430445438bff038a780576f
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the energy utilization for WSN based on BPSK over the Generalized-K shadowed fading channel""","Wireless Networks, Vol. 20, Pages 2385-2393",https://link.springer.com/article/10.1007/s11276-014-0743-9,2014,6430445438bff038a7805769
"Raman Kumar, Harsh Kumar Verma , Renu Dhir, ""Analysis and Design of Protocol for Enhanced Threshold Proxy Signature Scheme Based on RSA for Known Signers""","Wireless Personal Communications, Vol. 80, Pages 1281-1345",https://link.springer.com/article/10.1007/s11277-014-2087-2,2014,6430445438bff038a780576a
"Anupama Gupta, Harsh Kumar Verma, Savita Gupta, ""A hybrid framework for registration of carotid ultrasound images combining iconic and geometric features""","Medical & Biological Engineering & Computing, Vol. 51, Pages 1043-1050",https://www.ncbi.nlm.nih.gov/pubmed/23709356,2013,6430445438bff038a780576b
"Raman Kumar, Harsh Kumar Verma, and Renu Dhir, ""Cryptanalysis and Performance Evaluation of Enhanced Threshold Proxy Signature Scheme Based on RSA for Known Signers""","Mathematical Problems in Engineering, Vol. 2013, Pages 1-24",https://www.hindawi.com/journals/mpe/2013/790257/,2013,6430445438bff038a7805770
"Anupama Gupta, Harsh Kumar Verma, Savita Gupta, ""Technology and research developments in carotid image registration""","Biomedical Signal Processing and Control, Vol. 7, Pages 560-570",https://www.sciencedirect.com/science/article/pii/S174680941200064X,2012,6430445438bff038a7805771
"Syona Gupta, Geeta Sikka, Harsh Kumar Verma, ""Recent Methods for Software Effort Estimation by Analogy""","ACM SIGSOFT Software Engineering Notes, Vol. 36, Pages 1-5",https://dl.acm.org/citation.cfm?id=1989016,2011,6430445438bff038a7805772
"Sunil Gupta, Harsh Kumar Verma, Amrit Lal Sangal, ""Authentication Protocol for Wireless Sensor Networks""","International Journal of Electronics and Communication Engineering, Vol. 4, Pages 947-953",https://waset.org/publications/4180/authentication-protocol-for-wireless-sensor-networks,2010,6430445438bff038a7805773
"Maninderjit Kaur, Moin Uddin, Harsh Kumar Verma, ""Performance Evaluation of QoS Parameters in Cognitive Radio Using Genetic Algorithm""","International Journal of Electronics and Communication Engineering, Vol. 4, Pages 1592-1597",https://pdfs.semanticscholar.org/743c/ee7e60fa665c7d4427a954a38e8ccb322b25.pdf,2010,6430445438bff038a7805774
A Recommended Pesticide Approach to a Smart City for Sustainable Agriculture and Food Production,CRC Press,"Himanshi, Ritwik Duggal, Abhishek Kumar, Nagendra Pratap Singh, and Rohit Thakur",ISBN: 978-1-032-48396-2 (pbk) ISBN: 978-1-003-38881-4 (ebk),Book Chapter,2024,662f8485ecca8e38dbdd2e53
Intensity Based Medical Image Registration,"LAMBERT Academic Publishing, Germany","Nagendra Pratap Singh, Rajeev Srivastava",ISBN: 978-3-659-81777-9,Book,2019,6430447338bff038a7808e11
Analysis on Machine Learning Strategies for Carcinoma Detection Biomarker,ACM Digital Library,https://doi.org/10.1145/3647444.3647923,2024,66b1c2f770badb0d8d284acf
AI-based Model for Detection and Classification of Alzheimer disease,IEEE Xplore,,2024,66b1c7bb70badb0d8d29aa7b
Skin cancer detection by using squeeze and excitation method,CRC Press,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003393580-134/skin-cancer-detection-using-squeeze-excitation-method-shaurya-pandey-rishabh-dhenkawat-shekhar-yadav-nagendra-pratap-singh,2023,662f603aecca8e38dbdb2136
Deep learning driven automated malaria parasite detection in thin blood smears,CRC Press,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003393580-57/deep-learning-driven-automated-malaria-parasite-detection-thin-blood-smears-aryan-verma-sejal-mansoori-adithya-srivastava-priyanka-rathee-nagendra-pratap-singh,2023,662f60c8ecca8e38dbe79239
A Survey on Optical Coherence Tomography,DOI: 979-8-3503-0514-2/23/\$31.00 ©2023 IEEE,,2023,66b1c4d170badb0d8d28bb7e
"K. Susheel Kumar, Chandra Shekar Jatoth, Nagendra Pratap Singh, International virtual conference on Integrated Intelligence Enable Networks and Computing (IIENC-2020",Segmentation of Retinal Blood Vessel using an Algorithm-based Gamma Distribution of Matched Filter,null,2021,6430447338bff038a7808e21
"Prem Kumari Verma, Nagendra Pratap Singh, Divakar Yadav, Ambient Communications and Computer Systems",Image Enhancement: A Review,null,2020,6430447338bff038a7808e20
"Dharmendra Prasad Mahato, Jasminder Kaur Sandhu, Nagendra Pratap Singh, Kamlesh Dutta, The 33rd International Conference on Advanced Information Networking and Applications (AINA-2019)",Dependability Analysis for On-Demand Computing Based Transaction Processing System,null,2019,6430447338bff038a7808e18
"Sushil Kumar Saroj, Shiho Oshiro, Pratima Yadav, Nagendra Pratap Singh, CCIIoT-2018, International Conference on Computational Intelligence & IoT, organized by National Institute of Technology Agartala, Tripura",An Efficient Approach for Plant Leaves Identification based on Texture Features,null,2019,6430447338bff038a7808e19
"Sushil Kumar Saroj, Nitika Nigam, Nagendra Pratap Singh, ICCIIoT-2018, International Conference on Computational Intelligence & IoT, organized by National Institute of Technology Agartala, Tripura",Performance Evaluation of Breast Cancer Classifiers using Different Tools,null,2019,6430447338bff038a7808e1a
"Preeti Shahi, Shekhar Yadav, Navdeep Singh, Nagendra Pratap Singh, UPCON-2018, 5th IEEE Uttar Pradesh Section International Conference, jointly organized by M. M. M. University of Technology, Gorakhpur, U.P., India and University of the Ryukyus, Okinawa, Japan",Melanoma Skin Cancer Detection Using Various Classifiers,null,2019,6430447338bff038a7808e1b
"Nagendra Pratap Singh, Takumi Nagahma, Pratima Yadav, Divakar Yadav, Nagendra Pratap Singh, Takumi Nagahma, Pratima Yadav, Divakar Yadav",Feature based leaf identification,null,2019,6430447338bff038a7808e1c
"Pratima Yadav, Nagendra Pratap Singh, International Conference on “Emerging Trends in Communication, Computing and Electronics (IC3E-2018), organized by J K Institute of Applied Physics and Technology, University of Allahabad, Allahabad",Classification of normal and abnormal retinal image by using feature based machine learning approach,null,2019,6430447338bff038a7808e1d
"Shiksha Singh, Nagendra Pratap Singh, International Conference on “Emerging Trends in Communication, Computing and Electronics (IC3E-2018), organized by J K Institute of Applied Physics and Technology, University of Allahabad, Allahabad",Machine Learning based Classification of Good and Rotten Apple,null,2019,6430447338bff038a7808e1e
"Pranjal Maurya, Nagendra Pratap Singh, Third International Conference on Computer Vision & Image Processing 2018 (CVIP-2018)",Mushroom Classification using Feature Based Machine Learning Approach,null,2019,6430447338bff038a7808e1f
"Nagendra Pratap Singh, Rajeev Srivastava, LNCS, International Conference on Computational Intelligence (ICCI-2015)",Weibull Probability Distribution Function based Matched Filter Approach for Retinal Blood Vessels Segmentation,null,2015,6430447338bff038a7808e16
"Nagendra Pratap Singh, Rajesh Kumar, Rajeev Srivastava, IEEE, International Conference on Computing Communication and Automation (ICCCA-2015)",Local Entropy Thresholding Based Fast Retinal Vessels Segmentation by Modifying Matched Filter,null,2015,6430447338bff038a7808e17
"N P Singh et al. , International Conference on Artificial Intelligence and Soft Computing (AISC-2012), IIT BHU,Varanasi.",Security Issues in Wireless Sensor Networks and Data-Aggregation : The Review,null,2012,6430447338bff038a7808e15
"Nagendra Pratap Singh, Rishi Mishra, Mrinal Kanti Debbarma, Sanjay Sachan, 3rd International Conference on Electronics Computer Technology",The review: Lifecycle of object-oriented software testing,null,2011,6430447338bff038a7808e14
"N P Singh et al. , National conference at Invertis Institute of Engineering an Technology Bareilly",Information Extraction Using Text Miner,null,2007,6430447338bff038a7808e12
"N P Singh et al. , National conference at Shri Ram Murti Smarak Collage of Engineering and Technology, Bareilly",Impact Of Users Query Complexity On Web Results,null,2007,6430447338bff038a7808e13
"Aryan Verma, Nitin Sakharam Ujgare, Nagendra Pratap Singh, Prem Kumari Verma, Madhusudan Patil, ""Non-Invasive Blood Group Prediction Using Optimized EfficientNet Architecture: A Systematic Approach""","International Journal of Image, Graphics and Signal Processing (IJIGSP)",https://www.mecs-press.org/ijigsp/ijigsp-v16-n1/v16n1-6.html,2024,662f5e08ecca8e38dbbb3ef1
Novel ALBP and OLBP features for gender prediction from offline handwriting,International Journal of Information Technology (Under Publication),DOI : 10.1007/s41870-023-01166-1,2023,66b1bf1f70badb0d8d26ec1d
Retinal Disease Prediction through Blood Vessel Segmentation and Classification Using Ensemble Based Deep Learning Approaches,Neural Computing and Applications (Under Publication),Currently Not Assigned,2023,6430447338bff038a7808e38
Identification of Retinal Diseases based on Retinal blood Vessel Segmentation using Dagum PDF and Feature-Based Machine Learning,The Imaging Science Journal,Currently Not Assigned,2023,6430447338bff038a7808e39
"Samridhi Singh, Malti Kumari Maurya, Nagendra Pratap Singh Singh, ""STRAMPN: Histopathological image dataset for ovarian cancer detection incorporating AI-based method""",Multimedia Tools and Applications,https://link.springer.com/article/10.1007/s11042-023-16576-3,2023,66b1c0cd70badb0d8d276064
"Sushil Kumar Saroj, Rakesh Kumar, Nagendra Pratap Singh, Retinal Blood Vessels Segmentation using Wald PDF and MSMO Operator",Computer Methods in Biomechanics and Biomedical Engineering: Imaging and Visualization pp-1-18,https://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=tciv20,2023,66b1c13f70badb0d8d277e9e
"K Susheel Kumar and Nagendra Pratap Singh, Segmentation of Retinal Blood Vessel using Generalized Extreme Value Probability Distribution function(pdf) based Matched Filter Approach",Pattern Analysis and Applications PAA,Currently Not Assigned,2022,6430447338bff038a7808e3a
"K Susheel Kumar and Nagendra Pratap Singh, Analysis of retinal blood vessel segmentation techniques: a systematic survey",Multimedia Tools and Applications,null,2022,6430447338bff038a7808e3b
"K Susheel Kumar and Nagendra Pratap Singh, Retinal Blood Vessel Segmentation Using a Generalized Gamma Probability Distribution Function (pdf) of Matched Filtered","International Journal of Fuzzy System Applications (IJFSA) Vol-11, No.-2",https://www.igi-global.com/article/retinal-blood-vessel-segmentation-using-a-generalized-gamma-probability-distribution-function-pdf-of-matched-filtered/296693,2022,6430447338bff038a7808e3c
"Sushil Kumar Saroj, Rakesh Kumar, Nagendra Pratap Singh, Retinal Blood Vessels Segmentation using Fréchet PDF and MSMO Method","Electronic Letters on Computer Vision and Image Analysis Vol-21, No-1, PP-28-46",https://doi.org/10.5565/rev/elcvia.1453,2022,6430447338bff038a7808e3e
"K. Susheel Kumar, Nagendra Pratap Singh (Inderscience (Scopus)","International Journal of Medical Engineering and Informatics, ""Segmentation of retinal blood vessel structure using Birnbaum-Saunders (fatigue life) probability distribution function""",null,2021,6430447338bff038a7808e36
"Sushil Kumar Saroj, Rakesh Kumar, Nagendra Pratap Singh (SCI Impact Factor 7.027)","Computer Methods and Programs in Biomedicine, Elsevier,""Fréchet PDF based Matched Filter Approach for Retinal Blood Vessels Segmentation"" Vol-194",http://dx.doi.org/doi:10.1016/j.cmpb.2016.03.001.,2020,6430447338bff038a7808e33
"Nagendra Pratap Singh , Vibhav Prakash Singh (SCIE Impact factor 1.541 , Scopus)","Traitement du Signal , ""Efficient Segmentation and Registration of Retinal Image Using Gumbel Probability Distribution and BRISK Feature""",null,2020,6430447338bff038a7808e34
"Sushil Kumar Saroj, Vikas Ratna, Rakesh Kumar, Nagendra Pratap Singh (Scopus)","Solid State Technology , ""Efficient Kernel based Matched Filter Approach for Segmentation of Retinal Blood Vessels""",null,2020,6430447338bff038a7808e35
"Dharmendra Prasad Mahato, Jasminder Kaur Sandhu, Nagendra Pratap Singh, Vishal Kaushal(SCI Impact factor 1.851)","Cluster Computing ,""On scheduling transaction in grid computing using cuckoo search-ant colony optimization considering load""",null,2019,6430447338bff038a7808e32
"Nagendra Pratap Singh, Rajeev Srivastava (SCI Impact factor 0.754)","National Academy of Sciences, India Section A, springer publication.”Extraction of retinal blood vessels by using an extended matched filter based on second derivative of Gaussian”",https://doi.org/10.1007/s40010-017-0465-3,2018,6430447338bff038a7808e31
"Nagendra Pratap Singh, Rajeev Srivastava(Scopus Indexed)","International Journal of Biomedical Engineering and Technology ""Segmentation of retinal blood vessels by using a matched filter based on second derivative of Gaussian""",http://dx.doi.org/10.1504/IJBET.2016.078286,2016,6430447338bff038a7808e2f
"Nagendra Pratap Singh, Rajeev Srivastava (SCI Impact factor 7.027)","Computer Methods and Programs in Biomedicine, Elsevier, Retinal blood vessels segmentation by using Gumbel Probability Distribution Function based matched filter""",http://dx.doi.org/doi:10.1016/j.cmpb.2016.03.001.,2016,6430447338bff038a7808e30
"Nagendra Pratap Singh, Rishi Mishra, Sailesh Tiwari, A. K. Misra(IJCTE)","International Journal of Computer Theory and Engineering,""An Approach to Filter the Test Data for Killing Multiple Mutants in Different Locations"" Vol. 5, No. 2",null,2013,6430447338bff038a7808e2e
"Shivendu Mishra, Ritika Yaduvanshi, Anjani Kumar Rai, Nagendra Pratap Singh,(Trans Tech Publications, Switzerland)","Advanced Materials Research,""An ID-Based Signature Scheme from Bilinear Pairing Based on Ex-K-Plus Problem"", Vols. 408, pp. 929-934",null,2012,6430447338bff038a7808e2d
"Mrinal Kanti Debbarma, Nagendra Pratap Singh, Amit Kumar. Shrivastava, and Rishi Mishra(ACEEE)","ACEEE Int. J. on Information Technology,""Analysis of Software Complexity Measures for Regression Testing"" Volume 1– No.2",null,2011,6430447338bff038a7808e2b
"Nagendra Pratap Singh, Rishi Misra, Rajit Ram Yadav(IJCA)","International Journal of Computer Applications,""Analytical review of test redundancy detection techniques"", (0975 – 8887) Volume 27– No.1",null,2011,6430447338bff038a7808e2c
"Rishi Misra, Nagendra Pratap Singh (IJISA)","International Journal of Information Sciences and application, Analysis of Unit Testing using Petri Net"", Vol. 2, No. 3, pp 501-506",null,2010,6430447338bff038a7808e2a
Hand Gesture Recognition on Skeletal Data Using Multi-head Neural Network,Springer,"Amrita Rai, Rajneesh Rani",,,2022,650294fe2fef226d52e32812
An Ensembled Intense Approach for Image Inpainting,Springer,"Sariva Sharma, Rajneesh Rani",,,2022,65029b942fef226d52e35bfa
A Review of Recent Issues and Challenges of Fault Management Techniques in Underwater Wireless Sensor Network,IGI Global,"Nonita Sharma, Krishna Pal Sharma, Rajneesh Rani",null,null,2021,6430445538bff038a78057fe
Home automation and security system using internet of thingsIGI Global,IGI Global,"Mahesh Kushwah, Rajneesh Rani",null,null,2021,6430445538bff038a78057ff
Comparative Study on ASD Identification Using Machine and Deep Learning,IGI Global,"Rajandeep Kaur, Rajneesh Rani",null,null,2020,6430445538bff038a78057fd
"EarLocalizer: A Deep-Learning-Based Ear Localization Model for Side Face Images in the Wild, in ""Handbook of Research on Healthcare Biometrics."" pp. 137-159",IGI Global,"Aman Kamboj, Rajneesh Rani, Aditya Nigam""",300618-021209,null,2019,6430445538bff038a78057fa
"""Home Automation and Security System using Internet of Things,"" In, ""Handbook of Research on the IoT, Cloud Computing, and Wireless Network Optimization.""pp. 235-238",IGI Global,"2. Mahesh, Rajneesh Rani,",300518-124901,International,2019,6430445538bff038a78057fb
"“Brain Tumor Classification for MR Imaging Using Support Vector Machine' 'Progress in Advanced Computing and Intelligent Engineering' with ISBN No. 978-981-13-0223-7, Panigrahi et al (eds.)",Springer,"1. Monika, Rajneesh Rani and Aman Kambojin . PP. 165-176",978-981-13-0223-7,International,2019,6430445538bff038a78057fc
"Improved (k, n) Visual Secret Sharing Based on Random Grids ""Progress in Advanced Computing and Intelligent Engineering""",Springer,"Pritam Kumari, Rajneesh Rani",null,null,2019,6430445538bff038a7805800
"""Enhanced digital video watermarking technique using 2-level DWT"" Progress in advanced computing and intelligent engineering",Springer,"Rashmi Jakhmola, Rajneesh Rani",null,null,2019,6430445538bff038a7805801
Comparative Analysis of Gabor and Discriminating Feature Extraction Techniques for Script Identification,Springer,"Rajneesh Rani, Renu Dhir, G. S. Lehal",ISSN 1865-0929,International,2011,6430445538bff038a78057f9
"Akshay Kumar, Rajneesh Rani, Samayveer Singh ""A survey of recent advances in image steganography""",Security and Privacy,https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:eflP2zaiRacC,2023,65029e2a2fef226d52e3c57a
"Sariva Sharma, Rajneesh Rani ""A Comprehensive Review on State-of-the-Art Techniques of Image Inpainting""",Advancement of Deep Learning and its Applications in Object Detection and Recognition,https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:V3AGJWp-ZtQC,2023,65029e052fef226d52e3bbb4
"Sandeep Kumar, Rajneesh Rani ""Advances in Diabetic Retinopathy Classification using Deep Learning: The Last 5 Years Review""",Advancement of Deep Learning and its Applications in Object Detection and Recognition,https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:eMMeJKvmdy0C,2023,65029e652fef226d52e3dbd0
"Lakshya Kumar Saini, Rajneesh Rani ""Trends and Future Directions for Tuberculosis Detection Research: A Study from 2018 to 2022""",2023 Third International Conference on Secure Cyber Computing and Communication (ICSCCC),https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:Y5dfb0dijaUC,2023,65029f172fef226d52e40891
"Sushree Deepa Jena, Jagdeep Kaur, Rajneesh Rani ""A Review of Prediction of Software Defect by Using Machine Learning Algorithms""",The ICRIC (International Conference on Recent Innovations in Computing),null,2022,6430445538bff038a780581e
"Kirti Sonkar, Rajneesh Rani, Renu Dhir ""Iris Recognition Using Transfer Learning of Inception V3""","Global Conference on Artificial Intelligence and Applications (GCAIA, 2021)",null,2022,6430445538bff038a780581f
"Rajneesh Rani, Tarun Kumar, Mukund Prasad Sah ""A Review on Deepfake Media Detection""",Communication and Intelligent Systems: Proceedings of ICCIS 2021 Springer,https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:fQNAKQ3IYiAC,2022,650292452fef226d52e27bd9
"Amitoj Bir Singh, Rajneesh Rani ""Iris Biometric Presentation Attack: Types and Detection Techniques—A Review""",Soft Computing: Theories and Applications: Proceedings of SoCTA 2021 Springer Nature Singapore,https://scholar.google.co.in/citations?view_op=view_citation&hl=en&user=VUihxm8AAAAJ&sortby=pubdate&citation_for_view=VUihxm8AAAAJ:B3FOqHPlNUQC,2022,650293842fef226d52e2e77d
"Vipan Verma, Rajneesh Rani ""Facial Expression Recognition: A Review""",2021 2nd International Conference on Secure Cyber Computing and Communications (ICSCCC),null,2021,6430445538bff038a780581a
"Kirti Sonkar, Rajneesh Rani ""Cancelable Iris Biometric: A Review""",2021 2nd International Conference on Secure Cyber Computing and Communications (ICSCCC),null,2021,6430445538bff038a780581c
"Vipan Verma, Rajneesh Rani ""Recognition Of Facial Expressions Using A Deep Neural Network""",2021 8th International Conference on Signal Processing and Integrated Networks (SPIN) Pages 585-590,null,2021,6430445538bff038a780581d
"Rajneesh Rani, Akshay Kumar, Amrita Rai ""A Brief Review on Existing Techniques for Detecting Digital Image Forgery""",Sixth International Conference on Image Information Processing (ICIIP),null,2021,6430445538bff038a7805820
"Harpreet Singh, Rajneesh Rani, Shilpa Mahajan ""Detection and classification of citrus leaf disease using hybrid features""",SoCTA (Soft Computing: Theories and Applications),null,2020,6430445538bff038a7805816
"Ganesh Bhadur, Rajneesh Rani ""Agricultural Crops Disease Identification and Classification through Leaf Images using Machine Learning and Deep Learning Technique: A Review""",Proceedings of the International Conference on Innovative Computing & Communications (ICICC),null,2020,6430445538bff038a7805817
"Gurjinder Kaur, Samayveer Singh, Rajneesh Rani ""A high capacity reversible data hiding technique based on pixel value ordering using interlock partitioning""",International Conference on Signal Processing and Integrated Networks (SPIN) 2020,null,2020,6430445538bff038a7805818
"Rishipal Singh, Rajneesh Rani ""Semantic segmentation using deep convolutional neural network: A review""",Proceedings of the International Conference on Innovative Computing & Communications (ICICC),null,2020,6430445538bff038a7805819
"Keshav Gupta and Rajneesh Rani, “Biometric Authentication System using 3D Ear: A Review”","CPIE(International Conference on Production and Industrial Engineering), NIT Jalandhar –June 2019",null,2019,6430445538bff038a7805814
